StudentID,PreferredCenter,AssignedCenterDay0,AssignedCenterDay1,PenaltyDay0,PenaltyDay1
9543,L,L,L,0,0
9544,I,J,D,2,5
9545,I,E,I,6,0
9546,J,J,D,1,5
9547,B,B,B,0,0
9548,C,C,F,1,5
9549,L,H,D,6,5
9550,I,E,E,5,5
9551,A,E,A,6,0
9552,K,E,K,6,0
9553,B,I,I,5,5
9554,C,G,E,6,5
9555,H,H,F,1,5
9556,D,D,E,1,1
9557,C,G,C,6,0
9558,F,F,G,1,1
9559,K,G,F,6,5
9560,L,E,E,5,5
9561,D,D,D,0,0
9562,H,G,H,2,0
9563,D,G,H,6,5
9564,H,F,H,6,0
9565,A,A,D,1,5
9566,G,H,E,2,5
9567,K,G,G,5,5
9568,A,A,E,1,5
9569,H,H,H,0,0
9570,D,D,D,0,0
9571,L,L,L,0,0
9572,C,C,D,1,1
9573,H,E,D,6,5
9574,A,A,A,0,0
9575,D,F,G,6,5
9576,A,E,E,5,5
9577,F,E,D,2,5
9578,H,H,E,1,5
9579,I,I,I,0,0
9580,E,F,E,2,0
9581,C,E,E,5,5
9582,B,B,E,1,5
9583,L,E,K,6,1
9584,A,K,K,5,5
9585,J,H,J,6,0
9586,I,F,F,5,5
9587,F,E,E,1,1
9588,C,C,C,0,0
9589,I,I,I,0,0
9590,A,A,E,1,5
9591,A,E,E,5,5
9592,A,A,A,0,0
9593,B,L,L,5,5
9594,A,E,A,6,0
9595,A,G,A,6,0
9596,H,H,E,1,5
9597,H,G,H,2,0
9598,L,E,L,6,0
9599,A,A,A,0,0
9600,L,L,L,0,0
9601,L,L,L,0,0
9602,D,E,E,1,1
9603,L,I,F,6,5
9604,G,E,E,5,5
9605,H,H,I,1,1
9606,A,F,F,5,5
9607,A,G,G,5,5
9608,I,I,I,0,0
9609,E,E,F,1,1
9610,E,E,H,1,5
9611,C,C,C,0,0
9612,C,F,C,6,0
9613,A,F,D,6,5
9614,F,E,F,2,0
9615,J,E,E,5,5
9616,B,E,E,5,5
9617,F,F,F,0,0
9618,B,B,B,0,0
9619,J,G,J,6,0
9620,E,E,E,0,0
9621,A,A,A,0,0
9622,B,A,B,2,0
9623,I,I,I,0,0
9624,A,A,D,1,5
9625,H,F,G,6,1
9626,K,K,J,1,1
9627,F,F,F,0,0
9628,J,J,E,1,5
9629,K,K,K,0,0
9630,I,E,E,5,5
9631,E,E,F,1,1
9632,B,B,B,0,0
9633,B,B,B,0,0
9634,B,F,F,5,5
9635,A,A,A,0,0
9636,A,D,D,5,5
9637,F,E,E,1,1
9638,D,I,D,6,0
9639,L,L,F,1,5
9640,A,E,E,5,5
9641,F,H,H,5,5
9642,I,H,E,2,5
9643,J,J,J,0,0
9644,K,K,D,1,5
9645,B,E,E,5,5
9646,B,E,E,5,5
9647,J,J,J,0,0
9648,B,E,B,6,0
9649,F,F,E,1,1
9650,E,E,F,1,1
9651,I,E,L,6,5
9652,G,G,G,0,0
9653,K,K,K,0,0
9654,G,E,D,6,5
9655,E,E,E,0,0
9656,D,E,D,2,0
9657,E,H,D,6,1
9658,F,G,E,2,1
9659,D,G,G,5,5
9660,C,C,C,0,0
9661,I,F,H,6,1
9662,E,E,D,1,1
9663,E,I,E,6,0
9664,B,H,D,6,5
9665,G,G,D,1,5
9666,I,F,D,6,5
9667,B,B,B,0,0
9668,I,E,E,5,5
9669,K,K,H,1,5
9670,B,F,F,5,5
9671,K,J,J,1,1
9672,H,E,H,6,0
9673,J,F,F,5,5
9674,G,H,G,2,0
9675,F,H,G,6,1
9676,C,C,F,1,5
9677,L,E,K,6,1
9678,H,F,D,6,5
9679,D,E,D,2,0
9680,E,G,G,5,5
9681,C,C,C,0,0
9682,L,E,L,6,0
9683,E,E,F,1,1
9684,D,F,F,5,5
9685,J,E,E,5,5
9686,K,E,K,6,0
9687,C,E,D,6,1
9688,E,E,G,1,5
9689,E,F,H,2,5
9690,E,E,E,0,0
9691,H,H,F,1,5
9692,D,E,E,1,1
9693,B,A,D,2,5
9694,L,L,L,0,0
9695,C,E,D,6,1
9696,H,E,H,6,0
9697,J,J,D,1,5
9698,B,E,E,5,5
9699,E,E,E,0,0
9700,H,H,H,0,0
9701,B,B,A,1,1
9702,H,H,A,1,5
9703,F,F,F,0,0
9704,F,E,G,2,1
9705,H,E,D,6,5
9706,K,K,K,0,0
9707,B,E,E,5,5
9708,E,F,F,1,1
9709,J,J,G,1,5
9710,H,H,H,0,0
9711,L,L,L,0,0
9712,C,E,D,6,1
9713,D,F,F,5,5
9714,G,G,G,0,0
9715,A,F,G,6,5
9716,L,L,K,1,1
9717,A,A,A,0,0
9718,L,L,D,1,5
9719,C,C,D,1,1
9720,J,J,D,1,5
9721,J,I,I,1,1
9722,F,G,G,1,1
9723,D,D,D,0,0
9724,L,L,L,0,0
9725,C,H,C,6,0
9726,E,E,D,1,1
9727,I,G,G,5,5
9728,I,F,I,6,0
9729,D,G,G,5,5
9730,H,H,H,0,0
9731,K,E,E,5,5
9732,L,E,E,5,5
9733,G,H,H,1,1
9734,B,E,E,5,5
9735,G,G,E,1,5
9736,G,E,E,5,5
9737,H,F,F,5,5
9738,K,F,F,5,5
9739,H,H,H,0,0
9740,A,A,A,0,0
9741,J,J,I,1,1
9742,K,K,K,0,0
9743,K,K,K,0,0
9744,G,H,H,1,1
9745,D,E,E,1,1
9746,D,D,E,1,1
9747,G,I,G,6,0
9748,H,H,H,0,0
9749,I,F,I,6,0
9750,G,G,H,1,1
9751,L,E,E,5,5
9752,L,L,L,0,0
9753,D,E,D,2,0
9754,A,F,F,5,5
9755,D,E,D,2,0
9756,I,I,D,1,5
9757,I,I,I,0,0
9758,I,I,I,0,0
9759,E,E,D,1,1
9760,C,H,K,6,5
9761,K,K,K,0,0
9762,F,H,H,5,5
9763,G,E,E,5,5
9764,L,F,F,5,5
9765,G,F,H,2,1
9766,B,F,B,6,0
9767,L,F,E,6,5
9768,J,F,I,6,1
9769,I,I,F,1,5
9770,A,G,G,5,5
9771,L,E,E,5,5
9772,D,F,F,5,5
9773,A,E,F,6,5
9774,A,F,G,6,5
9775,G,F,H,2,1
9776,J,J,I,1,1
9777,E,D,G,2,5
9778,B,E,D,6,5
9779,K,E,E,5,5
9780,C,C,H,1,5
9781,F,F,D,1,5
9782,A,K,K,5,5
9783,B,B,D,1,5
9784,H,I,F,2,5
9785,L,L,L,0,0
9786,C,C,E,1,5
9787,G,G,G,0,0
9788,L,L,L,0,0
9789,J,E,E,5,5
9790,F,F,G,1,1
9791,C,C,C,0,0
9792,B,B,D,1,5
9793,H,H,D,1,5
9794,L,L,D,1,5
9795,I,I,D,1,5
9796,K,F,F,5,5
9797,B,B,D,1,5
9798,C,C,D,1,1
9799,E,E,D,1,1
9800,H,H,D,1,5
9801,A,F,E,6,5
9802,D,D,F,1,5
9803,F,G,D,2,5
9804,G,G,E,1,5
9805,K,K,F,1,5
9806,K,F,F,5,5
9807,J,F,F,5,5
9808,I,I,I,0,0
9809,E,F,E,2,0
9810,L,L,F,1,5
9811,D,D,G,1,5
9812,B,B,H,1,5
9813,A,A,E,1,5
9814,C,E,E,5,5
9815,B,B,B,0,0
9816,B,B,B,0,0
9817,D,E,E,1,1
9818,K,E,E,5,5
9819,A,A,E,1,5
9820,J,J,J,0,0
9821,C,K,K,5,5
9822,C,C,D,1,1
9823,A,A,A,0,0
9824,I,I,F,1,5
9825,K,I,I,5,5
9826,A,A,D,1,5
9827,F,F,F,0,0
9828,A,E,E,5,5
9829,H,H,H,0,0
9830,L,L,L,0,0
9831,E,E,E,0,0
9832,C,C,E,1,5
9833,J,E,I,6,1
9834,F,F,E,1,1
9835,D,F,F,5,5
9836,D,E,E,1,1
9837,I,F,I,6,0
9838,B,E,D,6,5
9839,B,B,F,1,5
9840,A,E,A,6,0
9841,A,E,E,5,5
9842,I,G,G,5,5
9843,H,H,I,1,1
9844,I,I,F,1,5
9845,G,G,G,0,0
9846,E,F,E,2,0
9847,L,F,E,6,5
9848,D,D,D,0,0
9849,H,F,F,5,5
9850,C,E,E,5,5
9851,F,F,C,1,5
9852,K,F,F,5,5
9853,E,E,E,0,0
9854,F,G,F,2,0
9855,B,B,B,0,0
9856,G,H,H,1,1
9857,L,L,E,1,5
9858,H,H,F,1,5
9859,K,K,K,0,0
9860,C,F,F,5,5
9861,I,I,I,0,0
9862,H,I,H,2,0
9863,E,E,F,1,1
9864,A,E,E,5,5
9865,A,E,E,5,5
9866,E,E,G,1,5
9867,L,L,E,1,5
9868,E,E,F,1,1
9869,B,B,B,0,0
9870,H,G,J,2,5
9871,D,G,D,6,0
9872,I,E,I,6,0
9873,D,E,E,1,1
9874,I,I,I,0,0
9875,H,H,H,0,0
9876,F,F,F,0,0
9877,E,E,E,0,0
9878,E,F,F,1,1
9879,C,F,F,5,5
9880,D,D,E,1,1
9881,G,H,H,1,1
9882,E,E,H,1,5
9883,F,F,F,0,0
9884,A,F,J,6,5
9885,F,F,G,1,1
9886,E,F,F,1,1
9887,G,G,G,0,0
9888,E,F,F,1,1
9889,I,I,H,1,1
9890,K,H,K,6,0
9891,F,F,H,1,5
9892,A,E,A,6,0
9893,E,E,E,0,0
9894,C,C,E,1,5
9895,G,F,F,1,1
9896,H,H,E,1,5
9897,C,C,J,1,5
9898,H,H,E,1,5
9899,C,C,E,1,5
9900,G,G,G,0,0
9901,G,G,G,0,0
9902,J,E,F,6,5
9903,H,E,E,5,5
9904,F,G,G,1,1
9905,E,G,E,6,0
9906,F,E,F,2,0
9907,C,C,B,1,1
9908,A,A,A,0,0
9909,G,E,F,6,1
9910,E,E,F,1,1
9911,A,A,A,0,0
9912,K,K,K,0,0
9913,K,K,K,0,0
9914,A,E,E,5,5
9915,C,F,F,5,5
9916,H,F,F,5,5
9917,F,F,F,0,0
9918,E,E,G,1,5
9919,B,F,G,6,5
9920,C,C,C,0,0
9921,A,A,A,0,0
9922,D,D,H,1,5
9923,D,D,D,0,0
9924,E,H,H,5,5
9925,C,G,C,6,0
9926,L,F,F,5,5
9927,I,E,I,6,0
9928,K,K,K,0,0
9929,K,E,E,5,5
9930,I,E,E,5,5
9931,C,B,F,2,5
9932,B,E,A,6,1
9933,A,G,G,5,5
9934,A,F,E,6,5
9935,A,A,F,1,5
9936,B,B,E,1,5
9937,E,E,A,1,5
9938,H,H,H,0,0
9939,L,F,F,5,5
9940,D,I,I,5,5
9941,F,E,E,1,1
9942,B,E,E,5,5
9943,I,E,E,5,5
9944,J,L,J,6,0
9945,G,H,G,2,0
9946,A,A,E,1,5
9947,K,K,F,1,5
9948,E,E,E,0,0
9949,K,K,F,1,5
9950,A,G,H,6,5
9951,L,L,L,0,0
9952,L,L,L,0,0
9953,F,E,E,1,1
9954,K,F,E,6,5
9955,H,H,I,1,1
9956,G,E,E,5,5
9957,C,C,G,1,5
9958,G,E,F,6,1
9959,G,L,G,6,0
9960,E,E,E,0,0
9961,D,D,E,1,1
9962,A,E,K,6,5
9963,F,E,I,2,5
9964,H,H,H,0,0
9965,F,F,E,1,1
9966,J,G,I,6,1
9967,E,E,E,0,0
9968,B,B,B,0,0
9969,I,H,I,2,0
9970,A,A,A,0,0
9971,F,E,E,1,1
9972,I,E,E,5,5
9973,I,G,G,5,5
9974,J,H,J,6,0
9975,J,E,E,5,5
9976,H,H,H,0,0
9977,G,H,H,1,1
9978,D,D,E,1,1
9979,H,E,E,5,5
9980,A,A,E,1,5
9981,D,D,E,1,1
9982,I,H,G,2,5
9983,K,L,E,2,5
9984,E,E,E,0,0
9985,K,E,E,5,5
9986,L,E,F,6,5
9987,F,I,F,6,0
9988,B,G,K,6,5
9989,C,E,E,5,5
9990,I,I,I,0,0
9991,C,E,C,6,0
9992,D,D,D,0,0
9993,K,K,F,1,5
9994,G,I,E,6,5
9995,C,C,F,1,5
9996,L,L,F,1,5
9997,K,K,K,0,0
9998,L,E,I,6,5
9999,E,E,G,1,5
10000,K,E,K,6,0
10001,E,G,F,6,1
10002,H,H,F,1,5
10003,A,J,J,5,5
10004,D,G,E,6,1
10005,L,L,L,0,0
10006,K,E,K,6,0
10007,I,I,F,1,5
10008,I,H,J,2,1
10009,H,E,H,6,0
10010,L,K,K,1,1
10011,E,I,E,6,0
10012,H,H,E,1,5
10013,E,F,F,1,1
10014,E,E,E,0,0
10015,B,B,B,0,0
10016,E,E,G,1,5
10017,I,I,I,0,0
10018,A,F,F,5,5
10019,F,F,F,0,0
10020,E,F,F,1,1
10021,E,G,F,6,1
10022,I,G,I,6,0
10023,C,C,E,1,5
10024,D,D,D,0,0
10025,L,L,L,0,0
10026,B,E,B,6,0
10027,J,E,J,6,0
10028,D,D,E,1,1
10029,D,D,F,1,5
10030,B,B,B,0,0
10031,F,E,H,2,5
10032,A,H,H,5,5
10033,K,K,F,1,5
10034,I,E,E,5,5
10035,L,L,L,0,0
10036,I,I,I,0,0
10037,H,I,E,2,5
10038,B,B,F,1,5
10039,I,I,E,1,5
10040,L,L,E,1,5
10041,A,A,H,1,5
10042,A,A,A,0,0
10043,K,K,K,0,0
10044,L,E,G,6,5
10045,C,G,G,5,5
10046,B,F,F,5,5
10047,F,E,E,1,1
10048,B,J,J,5,5
10049,F,F,I,1,5
10050,C,C,C,0,0
10051,D,D,D,0,0
10052,I,F,I,6,0
10053,I,E,E,5,5
10054,C,E,C,6,0
10055,D,E,E,1,1
10056,B,F,F,5,5
10057,K,K,K,0,0
10058,B,B,E,1,5
10059,F,F,F,0,0
10060,I,I,I,0,0
10061,J,A,J,6,0
10062,I,I,I,0,0
10063,J,J,J,0,0
10064,A,A,G,1,5
10065,E,G,I,6,5
10066,F,E,E,1,1
10067,K,K,K,0,0
10068,K,E,I,6,5
10069,E,E,F,1,1
10070,B,E,B,6,0
10071,I,J,J,1,1
10072,D,D,E,1,1
10073,K,G,G,5,5
10074,F,G,E,2,1
10075,L,I,I,5,5
10076,K,E,F,6,5
10077,I,E,I,6,0
10078,H,H,H,0,0
10079,G,G,E,1,5
10080,D,E,G,2,5
10081,A,E,E,5,5
10082,I,I,G,1,5
10083,K,K,K,0,0
10084,F,F,F,0,0
10085,F,F,F,0,0
10086,F,E,E,1,1
10087,J,F,F,5,5
10088,G,G,G,0,0
10089,H,H,H,0,0
10090,F,F,E,1,1
10091,A,G,G,5,5
10092,I,F,F,5,5
10093,D,D,E,1,1
10094,L,I,L,6,0
10095,I,I,I,0,0
10096,G,E,G,6,0
10097,J,J,J,0,0
10098,G,G,H,1,1
10099,J,E,E,5,5
10100,J,J,J,0,0
10101,I,E,G,6,5
10102,L,K,G,2,5
10103,C,E,F,6,5
10104,A,H,A,6,0
10105,L,F,F,5,5
10106,I,H,H,1,1
10107,K,E,K,6,0
10108,K,E,E,5,5
10109,D,E,E,1,1
10110,B,F,F,5,5
10111,E,F,F,1,1
10112,F,F,F,0,0
10113,F,K,K,5,5
10114,J,J,A,1,5
10115,L,E,L,6,0
10116,K,K,G,1,5
10117,I,G,G,5,5
10118,B,E,B,6,0
10119,H,H,F,1,5
10120,D,D,D,0,0
10121,J,J,J,0,0
10122,K,E,K,6,0
10123,A,A,H,1,5
10124,F,F,H,1,5
10125,I,F,F,5,5
10126,G,E,J,6,5
10127,A,A,J,1,5
10128,L,E,L,6,0
10129,G,G,G,0,0
10130,H,G,G,1,1
10131,K,K,E,1,5
10132,K,K,K,0,0
10133,E,E,E,0,0
10134,E,E,E,0,0
10135,A,A,J,1,5
10136,K,E,K,6,0
10137,G,G,G,0,0
10138,C,E,C,6,0
10139,F,G,G,1,1
10140,E,E,F,1,1
10141,H,E,E,5,5
10142,A,A,A,0,0
10143,H,H,H,0,0
10144,G,F,G,2,0
10145,L,L,L,0,0
10146,F,F,H,1,5
10147,C,C,C,0,0
10148,C,E,C,6,0
10149,J,E,E,5,5
10150,I,I,G,1,5
10151,K,E,F,6,5
10152,C,C,C,0,0
10153,D,E,D,2,0
10154,D,D,E,1,1
10155,C,C,C,0,0
10156,L,L,L,0,0
10157,A,G,G,5,5
10158,L,G,K,6,1
10159,D,D,E,1,1
10160,J,J,J,0,0
10161,H,F,H,6,0
10162,J,J,H,1,5
10163,D,F,E,6,1
10164,L,L,L,0,0
10165,A,A,A,0,0
10166,L,L,L,0,0
10167,D,D,F,1,5
10168,D,D,E,1,1
10169,J,G,G,5,5
10170,A,E,E,5,5
10171,E,E,F,1,1
10172,L,K,G,2,5
10173,I,I,I,0,0
10174,H,E,E,5,5
10175,D,D,D,0,0
10176,G,G,J,1,5
10177,K,K,E,1,5
10178,L,L,H,1,5
10179,F,I,F,6,0
10180,I,E,I,6,0
10181,G,G,E,1,5
10182,K,K,K,0,0
10183,E,E,E,0,0
10184,D,D,H,1,5
10185,G,G,F,1,1
10186,G,K,E,6,5
10187,C,C,F,1,5
10188,K,K,E,1,5
10189,G,E,E,5,5
10190,G,E,E,5,5
10191,B,B,E,1,5
10192,G,G,F,1,1
10193,B,E,E,5,5
10194,K,E,E,5,5
10195,I,E,E,5,5
10196,D,D,K,1,5
10197,F,F,F,0,0
10198,L,F,L,6,0
10199,H,H,H,0,0
10200,A,A,F,1,5
10201,J,J,J,0,0
10202,C,G,G,5,5
10203,K,K,K,0,0
10204,E,F,E,2,0
10205,C,C,E,1,5
10206,L,F,H,6,5
10207,A,F,E,6,5
10208,I,I,G,1,5
10209,A,A,A,0,0
10210,G,G,H,1,1
10211,B,B,B,0,0
10212,A,A,A,0,0
10213,C,C,E,1,5
10214,L,J,F,6,5
10215,C,L,C,6,0
10216,A,A,A,0,0
10217,L,F,L,6,0
10218,H,F,F,5,5
10219,E,E,J,1,5
10220,A,E,A,6,0
10221,B,B,B,0,0
10222,G,E,H,6,1
10223,L,L,E,1,5
10224,G,H,E,2,5
10225,I,E,I,6,0
10226,J,E,E,5,5
10227,D,D,E,1,1
10228,E,E,E,0,0
10229,A,A,A,0,0
10230,F,E,H,2,5
10231,D,D,F,1,5
10232,I,I,I,0,0
10233,G,E,H,6,1
10234,B,B,B,0,0
10235,C,F,F,5,5
10236,G,H,G,2,0
10237,K,K,K,0,0
10238,L,L,I,1,5
10239,I,F,E,6,5
10240,L,E,E,5,5
10241,A,E,E,5,5
10242,E,G,K,6,5
10243,H,E,H,6,0
10244,F,G,E,2,1
10245,I,I,E,1,5
10246,C,E,E,5,5
10247,F,F,F,0,0
10248,J,J,E,1,5
10249,H,I,F,2,5
10250,B,B,H,1,5
10251,A,A,E,1,5
10252,A,A,E,1,5
10253,G,E,F,6,1
10254,F,F,J,1,5
10255,I,I,I,0,0
10256,G,G,G,0,0
10257,A,J,A,6,0
10258,C,E,E,5,5
10259,E,E,F,1,1
10260,I,I,E,1,5
10261,B,E,E,5,5
10262,A,F,F,5,5
10263,I,I,I,0,0
10264,A,E,E,5,5
10265,J,E,L,6,5
10266,J,G,J,6,0
10267,E,G,E,6,0
10268,E,E,I,1,5
10269,A,G,A,6,0
10270,E,E,E,0,0
10271,J,E,E,5,5
10272,C,C,C,0,0
10273,J,J,E,1,5
10274,K,K,D,1,5
10275,B,B,E,1,5
10276,I,I,I,0,0
10277,G,G,F,1,1
10278,K,K,K,0,0
10279,I,H,H,1,1
10280,G,G,G,0,0
10281,F,E,G,2,1
10282,K,K,K,0,0
10283,H,H,H,0,0
10284,A,A,F,1,5
10285,J,E,E,5,5
10286,H,G,H,2,0
10287,E,F,E,2,0
10288,C,C,F,1,5
10289,L,L,E,1,5
10290,B,E,I,6,5
10291,D,E,D,2,0
10292,B,E,B,6,0
10293,B,G,G,5,5
10294,K,F,F,5,5
10295,L,L,G,1,5
10296,E,H,H,5,5
10297,G,G,H,1,1
10298,G,H,H,1,1
10299,G,E,G,6,0
10300,I,I,I,0,0
10301,L,L,L,0,0
10302,B,E,E,5,5
10303,A,A,E,1,5
10304,H,H,E,1,5
10305,I,J,J,1,1
10306,I,F,H,6,1
10307,A,A,E,1,5
10308,F,F,I,1,5
10309,I,I,I,0,0
10310,D,D,D,0,0
10311,D,D,E,1,1
10312,K,K,K,0,0
10313,B,F,F,5,5
10314,D,D,D,0,0
10315,E,I,E,6,0
10316,C,G,G,5,5
10317,J,L,L,5,5
10318,E,F,E,2,0
10319,C,F,F,5,5
10320,H,F,F,5,5
10321,G,G,G,0,0
10322,I,A,G,6,5
10323,G,H,L,2,5
10324,K,K,E,1,5
10325,I,G,G,5,5
10326,E,E,F,1,1
10327,J,G,G,5,5
10328,E,E,H,1,5
10329,K,K,A,1,5
10330,J,J,C,1,5
10331,K,K,K,0,0
10332,I,L,I,6,0
10333,K,F,F,5,5
10334,G,G,G,0,0
10335,B,B,B,0,0
10336,A,E,E,5,5
10337,D,D,D,0,0
10338,L,E,G,6,5
10339,J,J,E,1,5
10340,D,D,G,1,5
10341,L,L,E,1,5
10342,I,G,E,6,5
10343,E,F,E,2,0
10344,G,J,F,6,1
10345,F,J,F,6,0
10346,H,H,H,0,0
10347,I,I,I,0,0
10348,H,H,H,0,0
10349,J,F,F,5,5
10350,C,C,G,1,5
10351,E,F,F,1,1
10352,H,H,H,0,0
10353,I,J,J,1,1
10354,I,H,I,2,0
10355,D,D,G,1,5
10356,G,H,H,1,1
10357,A,E,I,6,5
10358,D,D,F,1,5
10359,F,G,G,1,1
10360,F,E,H,2,5
10361,G,F,G,2,0
10362,L,L,E,1,5
10363,I,I,I,0,0
10364,B,B,B,0,0
10365,B,A,E,2,5
10366,J,J,J,0,0
10367,B,G,E,6,5
10368,L,E,F,6,5
10369,I,F,H,6,1
10370,A,A,F,1,5
10371,H,H,H,0,0
10372,A,G,G,5,5
10373,J,E,K,6,1
10374,L,E,L,6,0
10375,A,E,E,5,5
10376,E,H,F,6,1
10377,D,E,D,2,0
10378,K,J,F,2,5
10379,I,G,I,6,0
10380,F,E,H,2,5
10381,H,H,H,0,0
10382,H,H,H,0,0
10383,F,F,G,1,1
10384,L,J,J,5,5
10385,J,F,F,5,5
10386,K,E,K,6,0
10387,K,K,K,0,0
10388,B,B,B,0,0
10389,B,B,B,0,0
10390,H,E,E,5,5
10391,H,E,F,6,5
10392,H,F,F,5,5
10393,K,E,J,6,1
10394,G,G,H,1,1
10395,C,E,E,5,5
10396,K,E,K,6,0
10397,A,E,F,6,5
10398,F,F,F,0,0
10399,F,E,F,2,0
10400,B,B,E,1,5
10401,E,I,E,6,0
10402,F,K,K,5,5
10403,C,C,F,1,5
10404,B,E,E,5,5
10405,D,D,E,1,1
10406,J,E,E,5,5
10407,F,F,E,1,1
10408,C,B,C,2,0
10409,B,F,F,5,5
10410,L,L,F,1,5
10411,G,F,F,1,1
10412,C,E,E,5,5
10413,J,J,G,1,5
10414,A,A,A,0,0
10415,E,E,I,1,5
10416,C,C,C,0,0
10417,D,I,E,6,1
10418,K,F,G,6,5
10419,G,G,I,1,5
10420,B,B,B,0,0
10421,A,E,E,5,5
10422,B,E,E,5,5
10423,H,E,E,5,5
10424,G,E,G,6,0
10425,E,E,E,0,0
10426,D,G,D,6,0
10427,G,H,E,2,5
10428,K,K,K,0,0
10429,H,H,I,1,1
10430,G,G,G,0,0
10431,I,G,G,5,5
10432,C,G,E,6,5
10433,H,E,H,6,0
10434,C,E,H,6,5
10435,J,E,F,6,5
10436,L,L,K,1,1
10437,D,D,E,1,1
10438,F,E,F,2,0
10439,I,H,F,2,5
10440,I,I,F,1,5
10441,E,H,H,5,5
10442,F,F,E,1,1
10443,H,F,E,6,5
10444,G,G,G,0,0
10445,E,F,I,2,5
10446,B,H,H,5,5
10447,B,B,B,0,0
10448,E,I,I,5,5
10449,K,J,F,2,5
10450,B,B,B,0,0
10451,G,E,E,5,5
10452,J,J,J,0,0
10453,B,E,A,6,1
10454,I,I,E,1,5
10455,G,G,F,1,1
10456,H,G,I,2,1
10457,L,L,G,1,5
10458,G,G,C,1,5
10459,J,J,E,1,5
10460,J,J,G,1,5
10461,L,L,F,1,5
10462,C,C,C,0,0
10463,E,E,E,0,0
10464,H,J,J,5,5
10465,B,E,A,6,1
10466,B,B,E,1,5
10467,L,L,L,0,0
10468,D,D,E,1,1
10469,B,E,B,6,0
10470,K,K,E,1,5
10471,G,F,G,2,0
10472,K,K,E,1,5
10473,B,B,B,0,0
10474,L,L,E,1,5
10475,I,I,F,1,5
10476,G,G,J,1,5
10477,I,E,I,6,0
10478,F,F,F,0,0
10479,G,B,G,6,0
10480,G,G,G,0,0
10481,C,E,E,5,5
10482,E,F,F,1,1
10483,F,H,H,5,5
10484,A,A,A,0,0
10485,F,F,E,1,1
10486,G,G,E,1,5
10487,H,H,F,1,5
10488,E,E,G,1,5
10489,G,F,G,2,0
10490,B,B,B,0,0
10491,J,J,J,0,0
10492,J,J,J,0,0
10493,B,F,E,6,5
10494,D,D,F,1,5
10495,C,C,C,0,0
10496,D,G,G,5,5
10497,F,F,F,0,0
10498,A,E,A,6,0
10499,E,F,E,2,0
10500,H,E,E,5,5
10501,K,K,E,1,5
10502,G,G,G,0,0
10503,K,K,K,0,0
10504,G,G,G,0,0
10505,I,I,I,0,0
10506,G,E,E,5,5
10507,F,E,F,2,0
10508,E,I,I,5,5
10509,I,I,I,0,0
10510,B,B,B,0,0
10511,I,E,E,5,5
10512,K,K,E,1,5
10513,K,J,J,1,1
10514,L,F,F,5,5
10515,K,K,L,1,1
10516,L,E,L,6,0
10517,K,G,G,5,5
10518,B,J,B,6,0
10519,L,E,E,5,5
10520,B,F,F,5,5
10521,H,G,G,1,1
10522,D,D,D,0,0
10523,A,A,E,1,5
10524,C,C,C,0,0
10525,K,C,C,5,5
10526,F,F,E,1,1
10527,A,G,A,6,0
10528,I,I,I,0,0
10529,K,G,G,5,5
10530,D,F,F,5,5
10531,A,E,E,5,5
10532,I,E,H,6,1
10533,A,A,E,1,5
10534,B,F,B,6,0
10535,J,E,F,6,5
10536,C,C,C,0,0
10537,K,F,E,6,5
10538,E,E,E,0,0
10539,H,H,E,1,5
10540,E,E,E,0,0
10541,C,C,G,1,5
10542,E,H,H,5,5
10543,J,H,H,5,5
10544,C,E,E,5,5
10545,K,L,K,2,0
10546,K,F,E,6,5
10547,J,F,J,6,0
10548,F,F,I,1,5
10549,F,E,E,1,1
10550,A,A,E,1,5
10551,B,B,E,1,5
10552,G,F,G,2,0
10553,C,E,F,6,5
10554,H,E,H,6,0
10555,H,H,E,1,5
10556,E,E,E,0,0
10557,C,C,C,0,0
10558,H,H,G,1,1
10559,B,B,F,1,5
10560,B,B,E,1,5
10561,H,H,E,1,5
10562,D,E,D,2,0
10563,J,H,I,6,1
10564,L,I,E,6,5
10565,C,C,C,0,0
10566,K,K,E,1,5
10567,G,G,F,1,1
10568,H,H,F,1,5
10569,H,E,F,6,5
10570,F,F,E,1,1
10571,A,E,E,5,5
10572,A,A,A,0,0
10573,E,E,E,0,0
10574,I,F,F,5,5
10575,C,F,C,6,0
10576,D,G,E,6,1
10577,I,I,H,1,1
10578,H,E,H,6,0
10579,K,K,K,0,0
10580,I,F,I,6,0
10581,B,B,E,1,5
10582,C,E,C,6,0
10583,A,A,E,1,5
10584,B,B,B,0,0
10585,C,C,C,0,0
10586,A,A,E,1,5
10587,A,A,A,0,0
10588,I,E,E,5,5
10589,F,F,E,1,1
10590,D,D,D,0,0
10591,F,F,H,1,5
10592,H,F,F,5,5
10593,I,I,E,1,5
10594,A,A,F,1,5
10595,G,G,E,1,5
10596,C,G,G,5,5
10597,E,F,G,2,5
10598,H,I,E,2,5
10599,F,F,E,1,1
10600,K,E,K,6,0
10601,L,E,G,6,5
10602,J,F,J,6,0
10603,F,F,G,1,1
10604,J,J,E,1,5
10605,C,C,F,1,5
10606,I,E,J,6,1
10607,C,L,L,5,5
10608,K,K,K,0,0
10609,H,H,H,0,0
10610,J,E,E,5,5
10611,E,E,C,1,5
10612,J,J,E,1,5
10613,H,E,F,6,5
10614,K,J,H,2,5
